                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.5228,                 4.2802,                  1.982,                0.63021,                0.71765,                  0.674,                0.33405,                 1.0659,                 11.371,                 1.8982,                 0.0001,                 0.0001,                 0.0001
                      2,                0.94208,                 2.2008,                 1.3784,                0.79397,                0.69412,                0.70539,                0.56471,                0.65355,                 3.8399,                  1.114,              0.0001111,              0.0001111,              0.0001111
